Date,Open,High,Low,Close,Adj Close,Volume
7/19/2022,99.699997,102.709999,98.760002,102.199997,102.199997,5603800
7/20/2022,103.110001,108.919998,102.75,107.730003,107.730003,6834100
7/21/2022,106.980003,108.5,104.410004,108.139999,108.139999,4284900
7/22/2022,108.309998,110.099998,102.93,103.970001,103.970001,4243900
7/25/2022,103.779999,105.260002,101.478996,104.949997,104.949997,3142900
7/26/2022,102.379997,103.629997,101.099998,101.910004,101.910004,4191000
7/27/2022,105.790001,107.985001,104.059998,107.360001,107.360001,5362700
7/28/2022,108.169998,110.059998,104.68,108.839996,108.839996,4471900
7/29/2022,108.195,111.160004,107.110001,110.980003,110.980003,4637800
8/1/2022,110,113.959999,107.480003,111.199997,111.199997,6019500
8/2/2022,111.669998,117.779999,111.099998,116.339996,116.339996,15208200
8/3/2022,108.224998,115.57,107.650002,115.019997,115.019997,23354900
8/4/2022,114.309998,119.239998,114.254997,119.220001,119.220001,9180300
8/5/2022,115.519997,118.870003,114.82,117.110001,117.110001,6495000
8/8/2022,118.154999,119.639999,115.43,115.82,115.82,5382900
8/9/2022,115,115.669998,112.800003,114.440002,114.440002,4201200
8/10/2022,119.330002,120.339996,116.300003,118.730003,118.730003,5529000
8/11/2022,121.300003,127.089996,120.959999,121.5,121.5,8110100
8/12/2022,122.800003,125,121.120003,124.510002,124.510002,5012500
8/15/2022,123.550003,126.434998,123.199997,126.040001,126.040001,4884700
8/16/2022,124.230003,125.419998,122.620003,124.18,124.18,4370700
8/17/2022,121.629997,123.269997,120.639999,121.870003,121.870003,4336200
8/18/2022,121.5,122.199997,120.279999,121.269997,121.269997,3373900
8/19/2022,118.184998,119.220001,114.099998,114.760002,114.760002,5288800
8/22/2022,110.360001,114.227997,109.970001,111.389999,111.389999,6057400
8/23/2022,112.410004,114.019997,111.410004,111.599998,111.599998,5447200
8/24/2022,110.93,115.57,110.839996,114.510002,114.510002,3634000
8/25/2022,115.889999,117.949997,115.419998,117.029999,117.029999,4021600
8/26/2022,117.059998,118.269997,112.779999,112.82,112.82,3778700
8/29/2022,111.769997,115.800003,111.529999,113.540001,113.540001,4620600
8/30/2022,114.5,116.019997,110.440002,112.559998,112.559998,4507200
8/31/2022,113.489998,115.580002,112.400002,113.120003,113.120003,6191600
9/1/2022,111.099998,114.080002,108.169998,113.400002,113.400002,5661500
9/2/2022,114.32,116.459999,112.330002,113.639999,113.639999,4118500
9/6/2022,114.089996,114.519997,110.5,113.699997,113.699997,4067100
9/7/2022,112.849998,116.440002,112.709999,116.07,116.07,4619300
9/8/2022,114,119.347,114,118.580002,118.580002,4064000
9/9/2022,120.017998,123.709999,119.900002,123.480003,123.480003,5413300
9/12/2022,124.25,127.239998,123.785004,124.790001,124.790001,6993300
9/13/2022,119.699997,123.860001,119.050003,121.540001,121.540001,7126500
9/14/2022,121.629997,127,119.510002,126.800003,126.800003,5690100
9/15/2022,125.290001,129.380005,124.279999,125.040001,125.040001,6606100
9/16/2022,121.110001,122.260002,117.589996,118.75,118.75,13700500
9/19/2022,116.870003,119.779999,116.470001,118.779999,118.779999,4715400
9/20/2022,117.93,121.660004,116.620003,116.709999,116.709999,5610900
9/21/2022,116.370003,119.330002,112.360001,114.010002,114.010002,6898700
9/22/2022,112.669998,113.720001,103.260002,103.720001,103.720001,8399400
9/23/2022,102.199997,103.18,99.709999,101.75,101.75,6241800
9/26/2022,101.779999,105.360001,101.559998,103.230003,103.230003,5278800
9/27/2022,106.040001,108.169998,104.139999,106.370003,106.370003,5081000
9/28/2022,106.700996,111.129997,105.779999,110.690002,110.690002,4518200
9/29/2022,109.190002,109.474998,105.169998,106.660004,106.660004,4259500
9/30/2022,104.760002,109.080002,104.730003,105.040001,105.040001,4747800
